Country,Year,Forest_Area_km2,Land_Area_km2,Forest_Cover_Pct,Annual_Deforestation_Rate,Annual_Afforestation_Rate,Total_Carbon_Stock_Tonnes,Primary_Driver_of_Change
Benin,2024,52962,114763,46.15,0.33,0.3,803610262,None
Benin,2025,52887,114763,46.08,0.97,0.83,802466698,Energy
Honduras,2000,53222,112492,47.31,0.0,0.0,943385421,Initial State
Honduras,2001,53011,112492,47.12,0.7,0.3,939634741,Urbanization
Honduras,2002,52401,112492,46.58,1.34,0.19,928826736,None
Honduras,2003,52574,112492,46.74,0.16,0.49,931901643,Logging
Honduras,2004,52675,112492,46.83,0.72,0.91,933682859,Mining
Honduras,2005,52700,112492,46.85,0.35,0.4,934135479,None
Honduras,2006,52455,112492,46.63,0.65,0.18,929781971,None
Honduras,2007,52594,112492,46.75,0.17,0.44,932260924,None
Honduras,2008,52648,112492,46.8,0.25,0.35,933217467,None
Honduras,2009,52331,112492,46.52,1.47,0.87,927598580,Fire
Honduras,2010,52442,112492,46.62,0.21,0.42,929563903,None
Honduras,2011,52762,112492,46.9,0.06,0.67,935225979,None
Honduras,2012,52521,112492,46.69,1.44,0.98,930951785,Energy
Honduras,2013,52505,112492,46.67,0.83,0.8,930673764,None
Honduras,2014,52647,112492,46.8,0.49,0.76,933189469,None
Honduras,2015,52734,112492,46.88,0.76,0.92,934736622,None
Honduras,2016,52270,112492,46.47,0.99,0.11,926514197,Commercial Agriculture
Honduras,2017,52045,112492,46.27,0.78,0.34,922512922,Fire
Honduras,2018,51619,112492,45.89,1.25,0.43,914977927,None
Honduras,2019,51856,112492,46.1,0.02,0.48,919170630,None
Honduras,2020,52009,112492,46.23,0.13,0.43,921890049,None
Honduras,2021,51536,112492,45.81,1.1,0.19,913503429,None
Honduras,2022,51579,112492,45.85,0.18,0.26,914253881,None
Honduras,2023,51283,112492,45.59,1.0,0.43,909009049,None
Honduras,2024,50732,112492,45.1,1.18,0.1,899253716,None
Honduras,2025,50361,112492,44.77,0.92,0.19,892672342,None
Liberia,2000,46157,111369,41.45,0.0,0.0,333758590,Initial State
Liberia,2001,45868,111369,41.19,0.82,0.19,331669674,Commercial Agriculture
Liberia,2002,45484,111369,40.84,0.93,0.09,328891605,Infrastructure
Liberia,2003,45442,111369,40.8,0.79,0.7,328588866,None
Liberia,2004,45481,111369,40.84,0.34,0.43,328870240,Infrastructure
Liberia,2005,45178,111369,40.57,0.97,0.3,326682986,None
Liberia,2006,45144,111369,40.54,0.43,0.35,326431428,None
Liberia,2007,44765,111369,40.2,0.89,0.05,323692647,Commercial Agriculture
Liberia,2008,44464,111369,39.93,0.99,0.32,321516130,None
Liberia,2009,44543,111369,40.0,0.43,0.61,322091915,None
Liberia,2010,44590,111369,40.04,0.39,0.49,322431447,None
Liberia,2011,44810,111369,40.24,0.18,0.67,324020292,None
Liberia,2012,44350,111369,39.82,1.16,0.13,320690391,None
Liberia,2013,44139,111369,39.63,1.22,0.74,319170253,None
Liberia,2014,43842,111369,39.37,0.91,0.24,317022967,None
Liberia,2015,43495,111369,39.05,0.88,0.09,314507655,Small-scale Agriculture
Liberia,2016,43885,111369,39.41,0.07,0.97,317329361,None
Liberia,2017,43431,111369,39.0,1.23,0.19,314044964,None
Liberia,2018,43771,111369,39.3,0.16,0.94,316509740,None
Liberia,2019,43778,111369,39.31,0.46,0.47,316557213,None
Liberia,2020,43493,111369,39.05,0.81,0.15,314495386,Infrastructure
Liberia,2021,43242,111369,38.83,0.83,0.25,312678505,None
Liberia,2022,43079,111369,38.68,1.28,0.91,311506560,None
Liberia,2023,42694,111369,38.34,1.34,0.45,308718769,None
Liberia,2024,42139,111369,37.84,1.37,0.07,304707102,None
Liberia,2025,41720,111369,37.46,1.5,0.5,301678875,Mining
Bulgaria,2000,45350,110879,40.9,0.0,0.0,314463248,Initial State
Bulgaria,2001,45647,110879,41.17,0.24,0.89,316523218,None
Bulgaria,2002,45996,110879,41.48,0.12,0.88,318942219,None
Bulgaria,2003,46030,110879,41.51,0.29,0.37,319178235,None
Bulgaria,2004,46428,110879,41.87,0.12,0.98,321932409,None
Bulgaria,2005,45923,110879,41.42,1.47,0.38,318432978,Fire
Bulgaria,2006,46439,110879,41.88,0.0,1.13,322012122,None
Bulgaria,2007,46796,110879,42.2,0.15,0.92,324486597,None
Bulgaria,2008,46908,110879,42.31,0.26,0.5,325266423,None
Bulgaria,2009,47090,110879,42.47,0.04,0.42,326523372,None
Bulgaria,2010,47443,110879,42.79,0.09,0.84,328974406,None
Bulgaria,2011,47561,110879,42.89,0.08,0.33,329790921,None
Bulgaria,2012,48114,110879,43.39,0.02,1.18,333625303,None
Bulgaria,2013,48235,110879,43.5,0.06,0.32,334464748,None
Bulgaria,2014,48708,110879,43.93,0.19,1.17,337748119,None
Bulgaria,2015,49098,110879,44.28,0.28,1.08,340449938,None
Bulgaria,2016,49617,110879,44.75,0.04,1.1,344046858,None
Bulgaria,2017,49880,110879,44.99,0.3,0.83,345871501,Urbanization
Bulgaria,2018,50228,110879,45.3,0.47,1.17,348285277,Commercial Agriculture
Bulgaria,2019,50739,110879,45.76,0.16,1.18,351826017,None
Bulgaria,2020,50775,110879,45.79,0.23,0.31,352078803,None
Bulgaria,2021,51150,110879,46.13,0.12,0.85,354677125,None
Bulgaria,2022,51436,110879,46.39,0.19,0.75,356662801,None
Bulgaria,2023,51642,110879,46.58,0.07,0.47,358093173,None
Bulgaria,2024,51186,110879,46.16,1.84,0.95,354925751,Fire
Bulgaria,2025,51297,110879,46.26,0.13,0.35,355696049,None
Cuba,2000,41095,109884,37.4,0.0,0.0,488661083,Initial State
Cuba,2001,41089,109884,37.39,0.96,0.94,488585657,Mining
Cuba,2002,41139,109884,37.44,0.04,0.16,489179572,Infrastructure
Cuba,2003,40790,109884,37.12,1.03,0.19,485039506,Infrastructure
Cuba,2004,41008,109884,37.32,0.38,0.91,487628176,None
Cuba,2005,41159,109884,37.46,0.16,0.53,489419869,None
Cuba,2006,40908,109884,37.23,1.21,0.6,486431395,None
Cuba,2007,41229,109884,37.52,0.04,0.83,490253264,None
Cuba,2008,40847,109884,37.17,0.97,0.04,485710880,None
Cuba,2009,40850,109884,37.18,0.13,0.14,485750117,None
Cuba,2010,41233,109884,37.52,0.03,0.97,490297954,None
Cuba,2011,41467,109884,37.74,0.17,0.74,493081309,None
Cuba,2012,41109,109884,37.41,1.06,0.2,488831997,None
Cuba,2013,40943,109884,37.26,0.85,0.44,486855541,Urbanization
Cuba,2014,40747,109884,37.08,0.72,0.24,484519780,None
Cuba,2015,40639,109884,36.98,0.81,0.54,483236299,Commercial Agriculture
Cuba,2016,40693,109884,37.03,0.16,0.3,483881631,None
Cuba,2017,40240,109884,36.62,1.26,0.14,478488648,None
Cuba,2018,40353,109884,36.72,0.15,0.43,479834991,Mining
Cuba,2019,40568,109884,36.92,0.35,0.88,482389740,None
Cuba,2020,40363,109884,36.73,1.33,0.82,479955077,Logging
Cuba,2021,39854,109884,36.27,1.49,0.22,473899378,None
Cuba,2022,39713,109884,36.14,0.43,0.08,472223607,None
Cuba,2023,39704,109884,36.13,0.95,0.92,472117672,Commercial Agriculture
Cuba,2024,39413,109884,35.87,0.91,0.18,468658718,None
Cuba,2025,39285,109884,35.75,1.0,0.68,467140321,Mining
Guatemala,2000,44229,108889,40.62,0.0,0.0,411559888,Initial State
Guatemala,2001,44059,108889,40.46,0.75,0.37,409976324,None
Guatemala,2002,43811,108889,40.23,1.36,0.8,407669290,None
Guatemala,2003,43673,108889,40.11,1.29,0.98,406381445,None
Guatemala,2004,43637,108889,40.08,0.23,0.15,406053749,None
Guatemala,2005,43541,108889,39.99,1.2,0.98,405156499,None
Guatemala,2006,43649,108889,40.09,0.18,0.43,406164685,None
Guatemala,2007,43692,108889,40.13,0.23,0.32,406560689,Infrastructure
Guatemala,2008,43674,108889,40.11,0.54,0.49,406393265,None
Guatemala,2009,43299,108889,39.76,1.46,0.6,402907217,None
Guatemala,2010,43614,108889,40.05,0.22,0.94,405840706,None
Guatemala,2011,43601,108889,40.04,0.58,0.55,405712433,None
Guatemala,2012,43510,108889,39.96,0.74,0.54,404869510,None
Guatemala,2013,43763,108889,40.19,0.13,0.71,407219092,None
Guatemala,2014,43607,108889,40.05,1.17,0.81,405770081,None
Guatemala,2015,43704,108889,40.14,0.14,0.36,406669700,None
Guatemala,2016,43304,108889,39.77,1.28,0.36,402948720,None
Guatemala,2017,43261,108889,39.73,0.21,0.11,402550217,None
Guatemala,2018,43391,108889,39.85,0.55,0.85,403764509,None
Guatemala,2019,43497,108889,39.95,0.22,0.46,404744680,None
Guatemala,2020,43540,108889,39.99,0.83,0.93,405147830,None
Guatemala,2021,43497,108889,39.95,0.32,0.22,404745067,None
Guatemala,2022,43545,108889,39.99,0.58,0.7,405194736,Commercial Agriculture
Guatemala,2023,43274,108889,39.74,1.05,0.42,402672343,Small-scale Agriculture
Guatemala,2024,42874,108889,39.37,1.0,0.07,398952765,None
Guatemala,2025,42327,108889,38.87,1.31,0.03,393858837,None
Iceland,2000,23040,103000,22.37,0.0,0.0,141839262,Initial State
Iceland,2001,23118,103000,22.44,0.05,0.38,142315570,None
Iceland,2002,23273,103000,22.6,0.22,0.9,143274248,None
Iceland,2003,23370,103000,22.69,0.12,0.54,143865545,None
Iceland,2004,23341,103000,22.66,0.61,0.49,143689433,Commercial Agriculture
Iceland,2005,23386,103000,22.7,0.18,0.37,143964651,Infrastructure
Iceland,2006,23533,103000,22.85,0.25,0.88,144871290,None
Iceland,2007,23736,103000,23.05,0.17,1.03,146120630,None
Iceland,2008,23916,103000,23.22,0.15,0.91,147227925,None
Iceland,2009,24185,103000,23.48,0.05,1.17,148883349,None
Iceland,2010,24192,103000,23.49,0.29,0.33,148930562,None
Iceland,2011,24249,103000,23.54,0.19,0.42,149276724,Small-scale Agriculture
Iceland,2012,24351,103000,23.64,0.25,0.67,149908316,None
Iceland,2013,24554,103000,23.84,0.19,1.03,151158506,Urbanization
Iceland,2014,24603,103000,23.89,0.19,0.39,151460868,Small-scale Agriculture
Iceland,2015,24817,103000,24.09,0.11,0.98,152776627,None
Iceland,2016,24543,103000,23.83,1.47,0.36,151086481,Fire
Iceland,2017,24612,103000,23.9,0.23,0.51,151512057,None
Iceland,2018,24622,103000,23.9,0.19,0.23,151572854,None
Iceland,2019,24738,103000,24.02,0.29,0.76,152287901,None
Iceland,2020,24740,103000,24.02,0.24,0.25,152300378,None
Iceland,2021,24721,103000,24.0,0.28,0.21,152186630,None
Iceland,2022,24848,103000,24.12,0.09,0.6,152965796,Infrastructure
Iceland,2023,25085,103000,24.36,0.22,1.17,154427530,None
Iceland,2024,25230,103000,24.5,0.03,0.61,155317446,None
Iceland,2025,25476,103000,24.73,0.03,1.01,156832405,Infrastructure
South Korea,2000,36539,100210,36.46,0.0,0.0,658886286,Initial State
South Korea,2001,36193,100210,36.12,1.03,0.08,652640147,None
South Korea,2002,35759,100210,35.68,1.43,0.23,644820675,None
South Korea,2003,35443,100210,35.37,1.03,0.14,639117157,None
South Korea,2004,35092,100210,35.02,1.49,0.5,632799031,None
South Korea,2005,34954,100210,34.88,0.92,0.52,630307486,None
South Korea,2006,34763,100210,34.69,0.68,0.13,626868857,None
South Korea,2007,34764,100210,34.69,0.94,0.94,626876189,Infrastructure
South Korea,2008,34983,100210,34.91,0.37,1.0,630830115,None
South Korea,2009,34679,100210,34.61,1.44,0.57,625338471,None
South Korea,2010,34630,100210,34.56,0.16,0.01,624461788,None
South Korea,2011,34767,100210,34.69,0.47,0.87,626936628,None
South Korea,2012,34473,100210,34.4,1.34,0.5,621640025,None
South Korea,2013,34485,100210,34.41,0.26,0.3,621843481,Urbanization
South Korea,2014,34324,100210,34.25,0.54,0.07,618949514,None
South Korea,2015,34424,100210,34.35,0.7,0.99,620742233,None
South Korea,2016,34181,100210,34.11,1.15,0.44,616365735,None
South Korea,2017,34031,100210,33.96,1.41,0.97,613661953,None
South Korea,2018,33941,100210,33.87,0.55,0.29,612036066,None
South Korea,2019,33855,100210,33.78,0.93,0.68,610489183,None
South Korea,2020,33805,100210,33.73,0.77,0.62,609579785,None
South Korea,2021,33899,100210,33.83,0.13,0.41,611279253,None
South Korea,2022,33653,100210,33.58,1.72,0.99,606840811,Commercial Agriculture
South Korea,2023,33360,100210,33.29,1.11,0.24,601565322,None
South Korea,2024,33637,100210,33.57,0.02,0.85,606565682,None
South Korea,2025,33689,100210,33.62,0.25,0.4,607497086,Infrastructure
Hungary,2000,43001,93028,46.22,0.0,0.0,646631823,Initial State
Hungary,2001,43370,93028,46.62,0.16,1.02,652172328,Logging
Hungary,2002,43759,93028,47.04,0.22,1.12,658024860,None
Hungary,2003,43833,93028,47.12,0.23,0.4,659133911,None
Hungary,2004,44315,93028,47.64,0.1,1.2,666383642,None
Hungary,2005,44521,93028,47.86,0.21,0.68,669481904,None
Hungary,2006,44673,93028,48.02,0.01,0.36,671773762,None
Hungary,2007,44820,93028,48.18,0.19,0.52,673973163,Infrastructure
Hungary,2008,45263,93028,48.66,0.02,1.01,680631602,None
Hungary,2009,45317,93028,48.71,0.29,0.41,681447065,None
Hungary,2010,45747,93028,49.18,0.01,0.96,687919309,None
Hungary,2011,45838,93028,49.27,0.18,0.38,689288189,Mining
Hungary,2012,46010,93028,49.46,0.12,0.5,691877337,None
Hungary,2013,46223,93028,49.69,0.26,0.72,695081655,None
Hungary,2014,46663,93028,50.16,0.08,1.03,701693507,Infrastructure
Hungary,2015,47059,93028,50.59,0.1,0.95,707652669,Urbanization
Hungary,2016,47247,93028,50.79,0.28,0.68,710475684,None
Hungary,2017,47687,93028,51.26,0.24,1.17,717083111,None
Hungary,2018,47923,93028,51.52,0.27,0.77,720642444,None
Hungary,2019,48366,93028,51.99,0.17,1.09,727305710,Logging
Hungary,2020,48893,93028,52.56,0.1,1.19,735218037,None
Hungary,2021,49241,93028,52.93,0.22,0.94,740462744,None
Hungary,2022,49543,93028,53.26,0.05,0.66,744992956,Urbanization
Hungary,2023,50105,93028,53.86,0.04,1.17,753442080,None
Hungary,2024,50128,93028,53.89,0.16,0.2,753792512,None
Hungary,2025,50166,93028,53.93,0.25,0.33,754362597,None
Portugal,2000,45201,92090,49.08,0.0,0.0,292076196,Initial State
Portugal,2001,45480,92090,49.39,0.13,0.75,293883779,Infrastructure
Portugal,2002,45455,92090,49.36,0.47,0.41,293717306,Commercial Agriculture
Portugal,2003,45660,92090,49.58,0.11,0.56,295043316,None
Portugal,2004,46083,92090,50.04,0.09,1.02,297774166,Energy
Portugal,2005,46295,92090,50.27,0.2,0.66,299145778,None
Portugal,2006,46589,92090,50.59,0.11,0.74,301046874,None
Portugal,2007,46628,92090,50.63,0.23,0.31,301297904,Infrastructure
Portugal,2008,46926,92090,50.96,0.11,0.75,303224895,Infrastructure
Portugal,2009,47362,92090,51.43,0.12,1.05,306043024,None
Portugal,2010,47528,92090,51.61,0.13,0.48,307116854,None
Portugal,2011,47899,92090,52.01,0.28,1.06,309510236,None
Portugal,2012,47928,92090,52.05,0.24,0.3,309701025,None
Portugal,2013,48132,92090,52.27,0.19,0.61,311019218,None
Portugal,2014,48566,92090,52.74,0.23,1.13,313822167,Energy
Portugal,2015,48981,92090,53.19,0.15,1.01,316501797,None
Portugal,2016,49057,92090,53.27,0.26,0.41,316995739,None
Portugal,2017,49130,92090,53.35,0.17,0.31,317465299,None
Portugal,2018,49260,92090,53.49,0.29,0.55,318307691,None
Portugal,2019,49737,92090,54.01,0.14,1.11,321388073,None
Portugal,2020,49916,92090,54.2,0.24,0.6,322545029,None
Portugal,2021,50152,92090,54.46,0.24,0.71,324068946,None
Portugal,2022,50307,92090,54.63,0.2,0.51,325070674,None
Portugal,2023,50609,92090,54.96,0.27,0.87,327022132,Infrastructure
Portugal,2024,50717,92090,55.07,0.01,0.23,327723627,None
Portugal,2025,50954,92090,55.33,0.25,0.72,329252175,None
Jordan,2000,26164,89342,29.29,0.0,0.0,197705983,Initial State
Jordan,2001,26047,89342,29.16,0.84,0.39,196822851,None
Jordan,2002,25906,89342,29.0,0.6,0.05,195751225,None
Jordan,2003,25981,89342,29.08,0.65,0.94,196318960,None
Jordan,2004,25801,89342,28.88,1.09,0.4,194960887,None
Jordan,2005,25797,89342,28.88,0.25,0.23,194931425,None
Jordan,2006,25777,89342,28.85,0.2,0.12,194775754,None
Jordan,2007,25820,89342,28.9,0.59,0.76,195103121,None
Jordan,2008,25536,89342,28.58,1.26,0.16,192959757,None
Jordan,2009,25505,89342,28.55,0.15,0.03,192721820,Logging
Jordan,2010,25672,89342,28.74,0.05,0.71,193986319,None
Jordan,2011,25738,89342,28.81,0.13,0.38,194481050,None
Jordan,2012,25802,89342,28.88,0.2,0.45,194965677,None
Jordan,2013,25723,89342,28.79,0.54,0.24,194373217,None
Jordan,2014,25745,89342,28.82,0.45,0.54,194534552,None
Jordan,2015,25645,89342,28.71,1.17,0.79,193783270,None
Jordan,2016,25461,89342,28.5,0.99,0.27,192393206,None
Jordan,2017,25383,89342,28.41,0.94,0.64,191803528,None
Jordan,2018,25458,89342,28.5,0.16,0.46,192369412,None
Jordan,2019,25487,89342,28.53,0.17,0.28,192586633,None
Jordan,2020,25575,89342,28.63,0.15,0.49,193252997,None
Jordan,2021,25353,89342,28.38,1.26,0.39,191574999,None
Jordan,2022,25361,89342,28.39,0.04,0.07,191634120,None
Jordan,2023,25504,89342,28.55,0.12,0.69,192714228,None
Jordan,2024,25614,89342,28.67,0.48,0.91,193544943,None
Jordan,2025,25443,89342,28.48,0.68,0.01,192252506,Commercial Agriculture
Serbia,2000,20779,88361,23.52,0.0,0.0,210745518,Initial State
Serbia,2001,20784,88361,23.52,0.18,0.21,210796554,None
Serbia,2002,20834,88361,23.58,0.08,0.32,211310375,None
Serbia,2003,20950,88361,23.71,0.16,0.72,212485854,None
Serbia,2004,21055,88361,23.83,0.07,0.56,213544950,None
Serbia,2005,21124,88361,23.91,0.01,0.34,214244896,Logging
Serbia,2006,21250,88361,24.05,0.08,0.68,215530008,None
Serbia,2007,21388,88361,24.21,0.11,0.75,216921530,None
Serbia,2008,21489,88361,24.32,0.22,0.7,217944822,None
Serbia,2009,21525,88361,24.36,0.22,0.39,218319407,Mining
Serbia,2010,21529,88361,24.36,0.29,0.3,218350533,None
Serbia,2011,21569,88361,24.41,0.18,0.37,218762243,None
Serbia,2012,21659,88361,24.51,0.22,0.63,219672945,None
Serbia,2013,21722,88361,24.58,0.18,0.47,220314319,None
Serbia,2014,21841,88361,24.72,0.03,0.58,221523830,Urbanization
Serbia,2015,21998,88361,24.9,0.11,0.83,223117158,Logging
Serbia,2016,22195,88361,25.12,0.27,1.16,225105225,None
Serbia,2017,22345,88361,25.29,0.12,0.8,226635398,None
Serbia,2018,22445,88361,25.4,0.29,0.73,227644573,None
Serbia,2019,22663,88361,25.65,0.04,1.01,229859269,None
Serbia,2020,22751,88361,25.75,0.06,0.45,230750929,None
Serbia,2021,22804,88361,25.81,0.11,0.35,231286929,None
Serbia,2022,23005,88361,26.04,0.0,0.89,233330168,None
Serbia,2023,23167,88361,26.22,0.07,0.77,234967597,None
Serbia,2024,23212,88361,26.27,0.07,0.27,235425563,None
Serbia,2025,23294,88361,26.36,0.07,0.42,236254815,None
Azerbaijan,2000,40902,86600,47.23,0.0,0.0,785092408,Initial State
Azerbaijan,2001,40813,86600,47.13,0.87,0.65,783373739,None
Azerbaijan,2002,40713,86600,47.01,1.06,0.81,781453989,Commercial Agriculture
Azerbaijan,2003,40425,86600,46.68,1.21,0.5,775925909,None
Azerbaijan,2004,40217,86600,46.44,0.64,0.12,771941135,Urbanization
Azerbaijan,2005,39793,86600,45.95,1.29,0.24,763801610,Commercial Agriculture
Azerbaijan,2006,39748,86600,45.9,0.97,0.86,762938818,None
Azerbaijan,2007,39317,86600,45.4,1.37,0.28,754668695,None
Azerbaijan,2008,39430,86600,45.53,0.61,0.9,756824342,None
Azerbaijan,2009,39657,86600,45.79,0.07,0.64,761187332,Small-scale Agriculture
Azerbaijan,2010,39327,86600,45.41,1.25,0.42,754858836,None
Azerbaijan,2011,39273,86600,45.35,0.48,0.35,753826279,Urbanization
Azerbaijan,2012,38999,86600,45.03,0.75,0.05,748559167,None
Azerbaijan,2013,38616,86600,44.59,1.48,0.49,741202522,None
Azerbaijan,2014,38414,86600,44.36,1.37,0.84,737322124,None
Azerbaijan,2015,38437,86600,44.39,0.16,0.22,737771348,None
Azerbaijan,2016,38736,86600,44.73,0.22,0.99,743502548,None
Azerbaijan,2017,38401,86600,44.34,1.09,0.23,737087636,Urbanization
Azerbaijan,2018,37983,86600,43.86,1.63,0.54,729064425,Commercial Agriculture
Azerbaijan,2019,38093,86600,43.99,0.5,0.78,731164199,Mining
Azerbaijan,2020,38172,86600,44.08,0.12,0.33,732681483,None
Azerbaijan,2021,37809,86600,43.66,1.22,0.27,725715943,Logging
Azerbaijan,2022,37522,86600,43.33,0.88,0.12,720204538,None
Azerbaijan,2023,37654,86600,43.48,0.23,0.58,722751240,None
Azerbaijan,2024,37388,86600,43.17,1.34,0.64,717638807,None
Azerbaijan,2025,37184,86600,42.94,0.79,0.24,713714008,None
Austria,2000,29105,83871,34.7,0.0,0.0,268010274,Initial State
Austria,2001,29378,83871,35.03,0.03,0.97,270521117,None
Austria,2002,29651,83871,35.35,0.11,1.04,273032487,None
Austria,2003,29906,83871,35.66,0.19,1.06,275383344,None
Austria,2004,30107,83871,35.9,0.02,0.69,277228998,None
Austria,2005,30247,83871,36.06,0.2,0.67,278521833,None
Austria,2006,30366,83871,36.21,0.15,0.54,279616790,None
Austria,2007,30513,83871,36.38,0.23,0.71,280972847,None
Austria,2008,30704,83871,36.61,0.28,0.91,282729171,None
Austria,2009,30719,83871,36.63,0.25,0.31,282873403,Urbanization
Austria,2010,30884,83871,36.82,0.12,0.65,284388275,None
Austria,2011,31050,83871,37.02,0.06,0.6,285917445,Infrastructure
Austria,2012,31192,83871,37.19,0.05,0.51,287221847,None
Austria,2013,31239,83871,37.25,0.2,0.35,287658629,None
Austria,2014,31307,83871,37.33,0.22,0.44,288281539,None
Austria,2015,31360,83871,37.39,0.06,0.23,288774072,None
Austria,2016,31463,83871,37.51,0.14,0.47,289723249,None
Austria,2017,31654,83871,37.74,0.03,0.63,291474399,Infrastructure
Austria,2018,31685,83871,37.78,0.15,0.25,291765275,None
Austria,2019,31944,83871,38.09,0.03,0.85,294150379,None
Austria,2020,32061,83871,38.23,0.13,0.49,295227189,None
Austria,2021,32238,83871,38.44,0.18,0.73,296852521,None
Austria,2022,32479,83871,38.73,0.13,0.88,299078791,None
Austria,2023,32392,83871,38.62,0.69,0.42,298276680,Commercial Agriculture
Austria,2024,32478,83871,38.72,0.17,0.44,299068152,None
Austria,2025,32803,83871,39.11,0.08,1.08,302054388,None
UAE,2000,1642,83600,1.96,0.0,0.0,13628015,Initial State
UAE,2001,1632,83600,1.95,0.75,0.17,13549412,None
UAE,2002,1628,83600,1.95,0.96,0.71,13515114,None
UAE,2003,1631,83600,1.95,0.01,0.19,13538151,None
UAE,2004,1628,83600,1.95,0.94,0.74,13511364,None
UAE,2005,1614,83600,1.93,1.04,0.17,13394518,None
UAE,2006,1615,83600,1.93,0.26,0.33,13404411,None
UAE,2007,1602,83600,1.92,1.44,0.67,13300163,None
UAE,2008,1617,83600,1.94,0.04,0.97,13424299,None
UAE,2009,1625,83600,1.94,0.26,0.76,13490867,Urbanization
UAE,2010,1611,83600,1.93,1.45,0.58,13373300,None
UAE,2011,1607,83600,1.92,0.38,0.11,13337272,None
UAE,2012,1609,83600,1.93,0.86,0.99,13355302,None
UAE,2013,1599,83600,1.91,0.79,0.17,13271785,Small-scale Agriculture
UAE,2014,1609,83600,1.93,0.16,0.8,13357375,None
UAE,2015,1603,83600,1.92,0.74,0.35,13305241,None
UAE,2016,1591,83600,1.9,1.0,0.25,13206124,None
UAE,2017,1576,83600,1.89,1.24,0.3,13081694,None
UAE,2018,1574,83600,1.88,0.78,0.66,13066306,None
UAE,2019,1562,83600,1.87,1.27,0.48,12964029,None
UAE,2020,1559,83600,1.87,0.78,0.64,12945365,Infrastructure
UAE,2021,1550,83600,1.85,1.29,0.66,12864266,Energy
UAE,2022,1558,83600,1.86,0.06,0.58,12931358,None
UAE,2023,1551,83600,1.86,0.65,0.21,12873753,Infrastructure
UAE,2024,1551,83600,1.86,0.96,0.97,12874235,None
UAE,2025,1549,83600,1.85,1.02,0.9,12858503,None
Czech Republic,2000,38446,78865,48.75,0.0,0.0,496092492,Initial State
Czech Republic,2001,38570,78865,48.91,0.27,0.59,497701835,None
Czech Republic,2002,38652,78865,49.01,0.3,0.51,498752623,Urbanization
Czech Republic,2003,38680,78865,49.05,0.25,0.32,499113611,None
Czech Republic,2004,38997,78865,49.45,0.17,0.99,503214629,None
Czech Republic,2005,39065,78865,49.53,0.03,0.21,504087697,None
Czech Republic,2006,39391,78865,49.95,0.05,0.88,508297222,None
Czech Republic,2007,39655,78865,50.28,0.09,0.76,511701725,Energy
Czech Republic,2008,39858,78865,50.54,0.49,1.0,514321042,Commercial Agriculture
Czech Republic,2009,40240,78865,51.02,0.07,1.03,519251878,Energy
Czech Republic,2010,40457,78865,51.3,0.09,0.63,522041236,None
Czech Republic,2011,40638,78865,51.53,0.0,0.45,524386466,None
Czech Republic,2012,41034,78865,52.03,0.09,1.06,529486635,None
Czech Republic,2013,41043,78865,52.04,0.33,0.36,529613231,Mining
Czech Republic,2014,41408,78865,52.51,0.04,0.93,534319084,None
Czech Republic,2015,41497,78865,52.62,0.28,0.49,535468728,Urbanization
Czech Republic,2016,41830,78865,53.04,0.08,0.88,539765218,None
Czech Republic,2017,42241,78865,53.56,0.12,1.1,545072335,None
Czech Republic,2018,42461,78865,53.84,0.28,0.8,547911186,Infrastructure
Czech Republic,2019,42596,78865,54.01,0.2,0.52,549654424,None
Czech Republic,2020,42274,78865,53.6,1.16,0.4,545489602,Fire
Czech Republic,2021,42586,78865,54.0,0.03,0.77,549521626,None
Czech Republic,2022,42761,78865,54.22,0.16,0.58,551781855,None
Czech Republic,2023,42850,78865,54.33,0.13,0.34,552920820,None
Czech Republic,2024,43295,78865,54.9,0.1,1.13,558668588,None
Czech Republic,2025,43506,78865,55.17,0.14,0.63,561384233,None
Panama,2000,26589,75417,35.26,0.0,0.0,143983932,Initial State
Panama,2001,26620,75417,35.3,0.64,0.76,144154823,None
Panama,2002,26562,75417,35.22,0.46,0.24,143840688,None
Panama,2003,26654,75417,35.34,0.2,0.54,144334968,None
Panama,2004,26736,75417,35.45,0.45,0.76,144779886,None
Panama,2005,26574,75417,35.24,0.61,0.01,143904791,None
Panama,2006,26241,75417,34.8,1.71,0.46,142101094,Commercial Agriculture
Panama,2007,26392,75417,35.0,0.41,0.99,142916204,Small-scale Agriculture
Panama,2008,26215,75417,34.76,1.23,0.57,141959741,None
Panama,2009,25907,75417,34.35,1.3,0.12,140289748,None
Panama,2010,25893,75417,34.33,0.77,0.72,140213750,None
Panama,2011,25836,75417,34.26,0.78,0.56,139909228,None
Panama,2012,26013,75417,34.49,0.21,0.9,140863146,None
Panama,2013,26113,75417,34.63,0.24,0.63,141409166,None
Panama,2014,25957,75417,34.42,1.41,0.81,140560973,None
Panama,2015,25894,75417,34.34,0.31,0.07,140220955,Small-scale Agriculture
Panama,2016,25651,75417,34.01,1.18,0.25,138906622,Commercial Agriculture
Panama,2017,25444,75417,33.74,1.25,0.44,137785720,Small-scale Agriculture
Panama,2018,25003,75417,33.15,2.22,0.48,135394107,Fire
Panama,2019,25002,75417,33.15,0.82,0.82,135390147,None
Panama,2020,24834,75417,32.93,1.29,0.62,134478674,None
Panama,2021,24642,75417,32.67,0.96,0.18,133438985,None
